index,base,sort_time_iso,duration_s,has_video,has_cover,has_thumb,mp4,cover,thumb
21,714846817e2a1f873fb2012621036e60,2026-05-01 18:05:02,13.17,True,True,True,E:\wechat\xwechat_files\wxid_y96utu6cuc6p22_a45e\msg\video\2026-05\714846817e2a1f873fb2012621036e60.mp4,E:\wechat\xwechat_files\wxid_y96utu6cuc6p22_a45e\msg\video\2026-05\714846817e2a1f873fb2012621036e60.jpg,E:\wechat\xwechat_files\wxid_y96utu6cuc6p22_a45e\msg\video\2026-05\714846817e2a1f873fb2012621036e60_thumb.jpg
22,f1ad5ee37f271706d5a648440a65c389,2026-05-01 18:05:07,8.73,True,True,True,E:\wechat\xwechat_files\wxid_y96utu6cuc6p22_a45e\msg\video\2026-05\f1ad5ee37f271706d5a648440a65c389.mp4,E:\wechat\xwechat_files\wxid_y96utu6cuc6p22_a45e\msg\video\2026-05\f1ad5ee37f271706d5a648440a65c389.jpg,E:\wechat\xwechat_files\wxid_y96utu6cuc6p22_a45e\msg\video\2026-05\f1ad5ee37f271706d5a648440a65c389_thumb.jpg
23,d180ec76e0ee73f52965ab38cc2bcc0c,2026-05-01 18:05:11,8.13,True,True,True,E:\wechat\xwechat_files\wxid_y96utu6cuc6p22_a45e\msg\video\2026-05\d180ec76e0ee73f52965ab38cc2bcc0c.mp4,E:\wechat\xwechat_files\wxid_y96utu6cuc6p22_a45e\msg\video\2026-05\d180ec76e0ee73f52965ab38cc2bcc0c.jpg,E:\wechat\xwechat_files\wxid_y96utu6cuc6p22_a45e\msg\video\2026-05\d180ec76e0ee73f52965ab38cc2bcc0c_thumb.jpg
24,abacc2df6de81ca8fab0abda20367748,2026-05-01 18:05:13,7.67,True,True,True,E:\wechat\xwechat_files\wxid_y96utu6cuc6p22_a45e\msg\video\2026-05\abacc2df6de81ca8fab0abda20367748.mp4,E:\wechat\xwechat_files\wxid_y96utu6cuc6p22_a45e\msg\video\2026-05\abacc2df6de81ca8fab0abda20367748.jpg,E:\wechat\xwechat_files\wxid_y96utu6cuc6p22_a45e\msg\video\2026-05\abacc2df6de81ca8fab0abda20367748_thumb.jpg
25,28cc8676627b3cae9b425cd723add170,2026-05-01 18:05:20,13.5,True,True,True,E:\wechat\xwechat_files\wxid_y96utu6cuc6p22_a45e\msg\video\2026-05\28cc8676627b3cae9b425cd723add170.mp4,E:\wechat\xwechat_files\wxid_y96utu6cuc6p22_a45e\msg\video\2026-05\28cc8676627b3cae9b425cd723add170.jpg,E:\wechat\xwechat_files\wxid_y96utu6cuc6p22_a45e\msg\video\2026-05\28cc8676627b3cae9b425cd723add170_thumb.jpg
26,648de7cfb24b5cac98eb10d77078f5e5,2026-05-01 18:05:24,6.0,True,True,True,E:\wechat\xwechat_files\wxid_y96utu6cuc6p22_a45e\msg\video\2026-05\648de7cfb24b5cac98eb10d77078f5e5.mp4,E:\wechat\xwechat_files\wxid_y96utu6cuc6p22_a45e\msg\video\2026-05\648de7cfb24b5cac98eb10d77078f5e5.jpg,E:\wechat\xwechat_files\wxid_y96utu6cuc6p22_a45e\msg\video\2026-05\648de7cfb24b5cac98eb10d77078f5e5_thumb.jpg
27,2fe7dfa80e9a33536cb81d72efbb8ae8,2026-05-01 18:05:36,14.53,True,True,True,E:\wechat\xwechat_files\wxid_y96utu6cuc6p22_a45e\msg\video\2026-05\2fe7dfa80e9a33536cb81d72efbb8ae8.mp4,E:\wechat\xwechat_files\wxid_y96utu6cuc6p22_a45e\msg\video\2026-05\2fe7dfa80e9a33536cb81d72efbb8ae8.jpg,E:\wechat\xwechat_files\wxid_y96utu6cuc6p22_a45e\msg\video\2026-05\2fe7dfa80e9a33536cb81d72efbb8ae8_thumb.jpg
28,9415435955c310e12458d86687e7ff2d,2026-05-01 18:07:17,25.77,True,True,True,E:\wechat\xwechat_files\wxid_y96utu6cuc6p22_a45e\msg\video\2026-05\9415435955c310e12458d86687e7ff2d.mp4,E:\wechat\xwechat_files\wxid_y96utu6cuc6p22_a45e\msg\video\2026-05\9415435955c310e12458d86687e7ff2d.jpg,E:\wechat\xwechat_files\wxid_y96utu6cuc6p22_a45e\msg\video\2026-05\9415435955c310e12458d86687e7ff2d_thumb.jpg
29,a346f756e21d3168de9e2587cd799bda,2026-05-01 18:07:23,5.5,True,True,True,E:\wechat\xwechat_files\wxid_y96utu6cuc6p22_a45e\msg\video\2026-05\a346f756e21d3168de9e2587cd799bda.mp4,E:\wechat\xwechat_files\wxid_y96utu6cuc6p22_a45e\msg\video\2026-05\a346f756e21d3168de9e2587cd799bda.jpg,E:\wechat\xwechat_files\wxid_y96utu6cuc6p22_a45e\msg\video\2026-05\a346f756e21d3168de9e2587cd799bda_thumb.jpg
30,c0c54473bb6c6d5120b3d006c53c6610,2026-05-01 18:07:33,27.33,True,True,True,E:\wechat\xwechat_files\wxid_y96utu6cuc6p22_a45e\msg\video\2026-05\c0c54473bb6c6d5120b3d006c53c6610.mp4,E:\wechat\xwechat_files\wxid_y96utu6cuc6p22_a45e\msg\video\2026-05\c0c54473bb6c6d5120b3d006c53c6610.jpg,E:\wechat\xwechat_files\wxid_y96utu6cuc6p22_a45e\msg\video\2026-05\c0c54473bb6c6d5120b3d006c53c6610_thumb.jpg
31,c4f86bf6e6deb213e85c9e9e19efa7b8,2026-05-01 18:07:38,10.9,True,True,True,E:\wechat\xwechat_files\wxid_y96utu6cuc6p22_a45e\msg\video\2026-05\c4f86bf6e6deb213e85c9e9e19efa7b8.mp4,E:\wechat\xwechat_files\wxid_y96utu6cuc6p22_a45e\msg\video\2026-05\c4f86bf6e6deb213e85c9e9e19efa7b8.jpg,E:\wechat\xwechat_files\wxid_y96utu6cuc6p22_a45e\msg\video\2026-05\c4f86bf6e6deb213e85c9e9e19efa7b8_thumb.jpg
32,4f64df9386f36740698e0c98d9233b09,2026-05-01 18:07:44,7.5,True,True,True,E:\wechat\xwechat_files\wxid_y96utu6cuc6p22_a45e\msg\video\2026-05\4f64df9386f36740698e0c98d9233b09.mp4,E:\wechat\xwechat_files\wxid_y96utu6cuc6p22_a45e\msg\video\2026-05\4f64df9386f36740698e0c98d9233b09.jpg,E:\wechat\xwechat_files\wxid_y96utu6cuc6p22_a45e\msg\video\2026-05\4f64df9386f36740698e0c98d9233b09_thumb.jpg
33,778c916079308ff9acdc93ddfcf7cf73,2026-05-01 18:07:51,4.87,True,True,True,E:\wechat\xwechat_files\wxid_y96utu6cuc6p22_a45e\msg\video\2026-05\778c916079308ff9acdc93ddfcf7cf73.mp4,E:\wechat\xwechat_files\wxid_y96utu6cuc6p22_a45e\msg\video\2026-05\778c916079308ff9acdc93ddfcf7cf73.jpg,E:\wechat\xwechat_files\wxid_y96utu6cuc6p22_a45e\msg\video\2026-05\778c916079308ff9acdc93ddfcf7cf73_thumb.jpg
34,8743118f5b2b5635e09746a943b1655a,2026-05-01 18:07:54,6.77,True,True,True,E:\wechat\xwechat_files\wxid_y96utu6cuc6p22_a45e\msg\video\2026-05\8743118f5b2b5635e09746a943b1655a.mp4,E:\wechat\xwechat_files\wxid_y96utu6cuc6p22_a45e\msg\video\2026-05\8743118f5b2b5635e09746a943b1655a.jpg,E:\wechat\xwechat_files\wxid_y96utu6cuc6p22_a45e\msg\video\2026-05\8743118f5b2b5635e09746a943b1655a_thumb.jpg
35,2e7d284b778c9135135deda91b555358,2026-05-01 18:08:02,14.2,True,True,True,E:\wechat\xwechat_files\wxid_y96utu6cuc6p22_a45e\msg\video\2026-05\2e7d284b778c9135135deda91b555358.mp4,E:\wechat\xwechat_files\wxid_y96utu6cuc6p22_a45e\msg\video\2026-05\2e7d284b778c9135135deda91b555358.jpg,E:\wechat\xwechat_files\wxid_y96utu6cuc6p22_a45e\msg\video\2026-05\2e7d284b778c9135135deda91b555358_thumb.jpg
36,d32da860661c72cd9f5e753ce85cb7ae,2026-05-01 18:08:05,8.37,True,True,True,E:\wechat\xwechat_files\wxid_y96utu6cuc6p22_a45e\msg\video\2026-05\d32da860661c72cd9f5e753ce85cb7ae.mp4,E:\wechat\xwechat_files\wxid_y96utu6cuc6p22_a45e\msg\video\2026-05\d32da860661c72cd9f5e753ce85cb7ae.jpg,E:\wechat\xwechat_files\wxid_y96utu6cuc6p22_a45e\msg\video\2026-05\d32da860661c72cd9f5e753ce85cb7ae_thumb.jpg
37,3070b1364c2b03173ca606e2cf408ab6,2026-05-01 18:08:11,3.6,True,True,True,E:\wechat\xwechat_files\wxid_y96utu6cuc6p22_a45e\msg\video\2026-05\3070b1364c2b03173ca606e2cf408ab6.mp4,E:\wechat\xwechat_files\wxid_y96utu6cuc6p22_a45e\msg\video\2026-05\3070b1364c2b03173ca606e2cf408ab6.jpg,E:\wechat\xwechat_files\wxid_y96utu6cuc6p22_a45e\msg\video\2026-05\3070b1364c2b03173ca606e2cf408ab6_thumb.jpg
38,8b87a1b55d2eb1fb1a6f74e0ea743306,2026-05-01 18:08:14,5.13,True,True,True,E:\wechat\xwechat_files\wxid_y96utu6cuc6p22_a45e\msg\video\2026-05\8b87a1b55d2eb1fb1a6f74e0ea743306.mp4,E:\wechat\xwechat_files\wxid_y96utu6cuc6p22_a45e\msg\video\2026-05\8b87a1b55d2eb1fb1a6f74e0ea743306.jpg,E:\wechat\xwechat_files\wxid_y96utu6cuc6p22_a45e\msg\video\2026-05\8b87a1b55d2eb1fb1a6f74e0ea743306_thumb.jpg
39,80c1263caa12bc78eee9956e82bd07a7,2026-05-01 18:08:26,8.53,True,True,True,E:\wechat\xwechat_files\wxid_y96utu6cuc6p22_a45e\msg\video\2026-05\80c1263caa12bc78eee9956e82bd07a7.mp4,E:\wechat\xwechat_files\wxid_y96utu6cuc6p22_a45e\msg\video\2026-05\80c1263caa12bc78eee9956e82bd07a7.jpg,E:\wechat\xwechat_files\wxid_y96utu6cuc6p22_a45e\msg\video\2026-05\80c1263caa12bc78eee9956e82bd07a7_thumb.jpg
